"Sample.ID","Subject","Site","Month","Collection.Date","Sample.Type","Season","Year","Cohort","Richness"
"C0319-S001NS01","Cow 03","Farm 19","Jul","2019-07-18","NASAL SWAB","Summer","Year 1","Cow",23
"C0320-S001NS01","Cow 03","Farm 20","Jul","2019-07-31","NASAL SWAB","Summer","Year 1","Cow",66
"C0321-F001NS01","Cow 03","Farm 21","Oct","2019-10-25","NASAL SWAB","Autumn","Year 1","Cow",101
"C0321-S001NS01","Cow 03","Farm 21","Aug","2019-08-02","NASAL SWAB","Summer","Year 1","Cow",117
"C0322-S001NS01","Cow 03","Farm 22","Jul","2019-07-31","NASAL SWAB","Summer","Year 1","Cow",80
"C0322-V201NS01","Cow 03","Farm 22","Oct","2019-10-30","NASAL SWAB","Autumn","Year 1","Cow",140
"C0322-V301NS01","Cow 03","Farm 22","Jan","2020-01-27","NASAL SWAB","Winter","Year 1","Cow",117
"C0323-S001NS01","Cow 03","Farm 23","Aug","2019-08-20","NASAL SWAB","Summer","Year 1","Cow",77
"C0323-V201NS01","Cow 03","Farm 23","Nov","2019-11-14","NASAL SWAB","Autumn","Year 1","Cow",116
"C0324-S001NS01","Cow 03","Farm 24","Aug","2019-08-19","NASAL SWAB","Summer","Year 1","Cow",94
"C0324-V201NS01","Cow 03","Farm 24","Nov","2019-11-14","NASAL SWAB","Autumn","Year 1","Cow",90
"C0324-V301NS01","Cow 03","Farm 24","Feb","2020-02-12","NASAL SWAB","Winter","Year 1","Cow",102
"C0325-S001NS01","Cow 03","Farm 25","Sep","2019-09-04","NASAL SWAB","Autumn","Year 1","Cow",121
"C0325-V201NS01","Cow 03","Farm 25","Nov","2019-11-26","NASAL SWAB","Autumn","Year 1","Cow",133
"C0325-V301NS01","Cow 03","Farm 25","Feb","2020-02-20","NASAL SWAB","Winter","Year 1","Cow",38
"C0326-S001NS01","Cow 03","Farm 26","Sep","2019-09-05","NASAL SWAB","Autumn","Year 1","Cow",91
"C0326-V201NS01","Cow 03","Farm 26","Nov","2019-11-25","NASAL SWAB","Autumn","Year 1","Cow",96
"C0326-V301NS01","Cow 03","Farm 26","Feb","2020-02-19","NASAL SWAB","Winter","Year 1","Cow",112
"C0327-S001NS01","Cow 03","Farm 27","Sep","2019-09-04","NASAL SWAB","Autumn","Year 1","Cow",114
"C0327-V201NS01","Cow 03","Farm 27","Nov","2019-11-25","NASAL SWAB","Autumn","Year 1","Cow",164
"C0328-S001NS01","Cow 03","Farm 28","Sep","2019-09-10","NASAL SWAB","Autumn","Year 1","Cow",96
"C0328-V201NS01","Cow 03","Farm 28","Dec","2019-12-10","NASAL SWAB","Winter","Year 1","Cow",185
"C0329-S001NS01","Cow 03","Farm 29","Sep","2019-09-17","NASAL SWAB","Autumn","Year 1","Cow",134
"C0329-V201NS01","Cow 03","Farm 29","Dec","2019-12-10","NASAL SWAB","Winter","Year 1","Cow",158
"C0333-V101NS01","Cow 03","Farm 33","Nov","2019-11-18","NASAL SWAB","Autumn","Year 1","Cow",53
"C0333-V201NS01","Cow 03","Farm 33","Feb","2020-02-11","NASAL SWAB","Winter","Year 1","Cow",147
"C0334-V101NS01","Cow 03","Farm 34","Nov","2019-11-07","NASAL SWAB","Autumn","Year 1","Cow",155
"C0334-V201NS01","Cow 03","Farm 34","Jan","2020-01-28","NASAL SWAB","Winter","Year 1","Cow",129
"C0335-V101NS01","Cow 03","Farm 35","Dec","2019-12-11","NASAL SWAB","Winter","Year 1","Cow",80
"C0336-V101NS01","Cow 03","Farm 36","Nov","2019-11-21","NASAL SWAB","Autumn","Year 1","Cow",109
"C0336-V201NS01","Cow 03","Farm 36","Feb","2020-02-17","NASAL SWAB","Winter","Year 1","Cow",42
"C0337-V101NS01","Cow 03","Farm 37","Jan","2020-01-13","NASAL SWAB","Winter","Year 1","Cow",150
"C0338-V101NS01","Cow 03","Farm 38","Jan","2020-01-14","NASAL SWAB","Winter","Year 1","Cow",130
"C0339-V101NS01","Cow 03","Farm 39","Jan","2020-01-10","NASAL SWAB","Winter","Year 1","Cow",85
"C0341-V101NS01","Cow 03","Farm 41","Feb","2020-02-13","NASAL SWAB","Winter","Year 1","Cow",88
"C0342-V101NS01","Cow 03","Farm 42","Feb","2020-02-20","NASAL SWAB","Winter","Year 1","Cow",116
"C0343-V101NS01","Cow 03","Farm 43","Feb","2020-02-28","NASAL SWAB","Winter","Year 1","Cow",84
"C0401-P001NS01","Cow 04","Farm 01","Jun","2019-06-12","NASAL SWAB","Summer","Year 1","Cow",110
"C0402-P001NS01","Cow 04","Farm 02","Jun","2019-06-04","NASAL SWAB","Summer","Year 1","Cow",108
"C0402-S001NS01","Cow 04","Farm 02","Sep","2019-09-10","NASAL SWAB","Autumn","Year 1","Cow",121
"C0402-W001NS01","Cow 04","Farm 02","Mar","2019-03-27","NASAL SWAB","Spring","Year 1","Cow",51
"C0403-P001NS01","Cow 04","Farm 03","Jun","2019-06-12","NASAL SWAB","Summer","Year 1","Cow",57
"C0403-S001NS01","Cow 04","Farm 03","Sep","2019-09-12","NASAL SWAB","Autumn","Year 1","Cow",76
"C0403-V401NS01","Cow 04","Farm 03","Dec","2019-12-05","NASAL SWAB","Winter","Year 1","Cow",98
"C0403-W001NS01","Cow 04","Farm 03","Apr","2019-04-04","NASAL SWAB","Spring","Year 1","Cow",122
"C0404-P001NS01","Cow 04","Farm 04","Jun","2019-06-03","NASAL SWAB","Summer","Year 1","Cow",84
"C0404-S001NS01","Cow 04","Farm 04","Sep","2019-09-09","NASAL SWAB","Autumn","Year 1","Cow",43
"C0404-W001NS01","Cow 04","Farm 04","Mar","2019-03-28","NASAL SWAB","Spring","Year 1","Cow",110
"C0405-P001NS01","Cow 04","Farm 05","Jun","2019-06-05","NASAL SWAB","Summer","Year 1","Cow",42
"C0405-S001NS01","Cow 04","Farm 05","Sep","2019-09-11","NASAL SWAB","Autumn","Year 1","Cow",72
"C0405-W001NS01","Cow 04","Farm 05","Apr","2019-04-02","NASAL SWAB","Spring","Year 1","Cow",156
"C0406-F001NS01","Cow 04","Farm 06","Sep","2019-09-25","NASAL SWAB","Autumn","Year 1","Cow",125
"C0406-P001NS01","Cow 04","Farm 06","Apr","2019-04-18","NASAL SWAB","Spring","Year 1","Cow",123
"C0406-S001NS01","Cow 04","Farm 06","Jun","2019-06-19","NASAL SWAB","Summer","Year 1","Cow",42
"C0406-V401NS01","Cow 04","Farm 06","Dec","2019-12-18","NASAL SWAB","Winter","Year 1","Cow",108
"C0407-P001NS01","Cow 04","Farm 07","Apr","2019-04-16","NASAL SWAB","Spring","Year 1","Cow",158
"C0407-S001NS01","Cow 04","Farm 07","Jun","2019-06-18","NASAL SWAB","Summer","Year 1","Cow",70
"C0408-F001NS01","Cow 04","Farm 08","Sep","2019-09-26","NASAL SWAB","Autumn","Year 1","Cow",23
"C0408-P001NS01","Cow 04","Farm 08","Apr","2019-04-18","NASAL SWAB","Spring","Year 1","Cow",89
"C0408-S001NS01","Cow 04","Farm 08","Jun","2019-06-26","NASAL SWAB","Summer","Year 1","Cow",31
"C0409-F001NS01","Cow 04","Farm 09","Oct","2019-10-21","NASAL SWAB","Autumn","Year 1","Cow",87
"C0409-P001NS01","Cow 04","Farm 09","May","2019-05-08","NASAL SWAB","Spring","Year 1","Cow",61
"C0409-S001NS01","Cow 04","Farm 09","Aug","2019-08-05","NASAL SWAB","Summer","Year 1","Cow",75
"C0410-F001NS01","Cow 04","Farm 10","Oct","2019-10-21","NASAL SWAB","Autumn","Year 1","Cow",115
"C0410-P001NS01","Cow 04","Farm 10","May","2019-05-06","NASAL SWAB","Spring","Year 1","Cow",61
"C0410-S001NS01","Cow 04","Farm 10","Aug","2019-08-05","NASAL SWAB","Summer","Year 1","Cow",54
"C0410-V401NS01","Cow 04","Farm 10","Jan","2020-01-13","NASAL SWAB","Winter","Year 1","Cow",127
"C0411-F001NS01","Cow 04","Farm 11","Oct","2019-10-23","NASAL SWAB","Autumn","Year 1","Cow",121
"C0411-P001NS01","Cow 04","Farm 11","May","2019-05-08","NASAL SWAB","Spring","Year 1","Cow",67
"C0411-S001NS01","Cow 04","Farm 11","Aug","2019-08-07","NASAL SWAB","Summer","Year 1","Cow",95
"C0412-P001NS01","Cow 04","Farm 12","May","2019-05-10","NASAL SWAB","Spring","Year 1","Cow",76
"C0412-S001NS01","Cow 04","Farm 12","Aug","2019-08-14","NASAL SWAB","Summer","Year 1","Cow",49
"C0412-V301NS01","Cow 04","Farm 12","Nov","2019-11-11","NASAL SWAB","Autumn","Year 1","Cow",76
"C0412-V401NS01","Cow 04","Farm 12","Feb","2020-02-06","NASAL SWAB","Winter","Year 1","Cow",47
"C0414-P001NS01","Cow 04","Farm 14","May","2019-05-29","NASAL SWAB","Spring","Year 1","Cow",86
"C0414-S001NS01","Cow 04","Farm 14","Aug","2019-08-23","NASAL SWAB","Summer","Year 1","Cow",137
"C0414-V301NS01","Cow 04","Farm 14","Nov","2019-11-19","NASAL SWAB","Autumn","Year 1","Cow",118
"C0414-V401NS01","Cow 04","Farm 14","Feb","2020-02-18","NASAL SWAB","Winter","Year 1","Cow",76
"C0415-P001NS01","Cow 04","Farm 15","May","2019-05-30","NASAL SWAB","Spring","Year 1","Cow",56
"C0415-S001NS01","Cow 04","Farm 15","Aug","2019-08-22","NASAL SWAB","Summer","Year 1","Cow",147
"C0415-V301NS01","Cow 04","Farm 15","Nov","2019-11-18","NASAL SWAB","Autumn","Year 1","Cow",162
"C0415-V401NS01","Cow 04","Farm 15","Feb","2020-02-18","NASAL SWAB","Winter","Year 1","Cow",123
"C0416-F001NS01","Cow 04","Farm 16","Oct","2019-10-16","NASAL SWAB","Autumn","Year 1","Cow",49
"C0416-P001NS01","Cow 04","Farm 16","Jul","2019-07-23","NASAL SWAB","Summer","Year 1","Cow",95
"C0416-V301NS01","Cow 04","Farm 16","Jan","2020-01-08","NASAL SWAB","Winter","Year 1","Cow",104
"C0417-F001NS01","Cow 04","Farm 17","Sep","2019-09-19","NASAL SWAB","Autumn","Year 1","Cow",43
"C0417-S001NS01","Cow 04","Farm 17","Jun","2019-06-19","NASAL SWAB","Summer","Year 1","Cow",59
"C0417-V301NS01","Cow 04","Farm 17","Dec","2019-12-05","NASAL SWAB","Winter","Year 1","Cow",54
"C0419-S001NS01","Cow 04","Farm 19","Jul","2019-07-18","NASAL SWAB","Summer","Year 1","Cow",57
"C0420-S001NS01","Cow 04","Farm 20","Jul","2019-07-31","NASAL SWAB","Summer","Year 1","Cow",95
"C0420-V201NS01","Cow 04","Farm 20","Oct","2019-10-31","NASAL SWAB","Autumn","Year 1","Cow",179
"C0421-F001NS01","Cow 04","Farm 21","Oct","2019-10-25","NASAL SWAB","Autumn","Year 1","Cow",189
"C0421-S001NS01","Cow 04","Farm 21","Aug","2019-08-02","NASAL SWAB","Summer","Year 1","Cow",58
"C0421-V301NS01","Cow 04","Farm 21","Jan","2020-01-17","NASAL SWAB","Winter","Year 1","Cow",119
"C0422-S001NS01","Cow 04","Farm 22","Jul","2019-07-31","NASAL SWAB","Summer","Year 1","Cow",155
"C0422-V201NS01","Cow 04","Farm 22","Oct","2019-10-30","NASAL SWAB","Autumn","Year 1","Cow",103
"C0422-V301NS01","Cow 04","Farm 22","Jan","2020-01-27","NASAL SWAB","Winter","Year 1","Cow",61
"C0423-S001NS01","Cow 04","Farm 23","Aug","2019-08-20","NASAL SWAB","Summer","Year 1","Cow",83
"C0423-V201NS01","Cow 04","Farm 23","Nov","2019-11-14","NASAL SWAB","Autumn","Year 1","Cow",99
"C0423-V301NS01","Cow 04","Farm 23","Feb","2020-02-05","NASAL SWAB","Winter","Year 1","Cow",100
"C0424-S001NS01","Cow 04","Farm 24","Aug","2019-08-19","NASAL SWAB","Summer","Year 1","Cow",83
"C0424-V201NS01","Cow 04","Farm 24","Nov","2019-11-14","NASAL SWAB","Autumn","Year 1","Cow",93
"C0424-V301NS01","Cow 04","Farm 24","Feb","2020-02-12","NASAL SWAB","Winter","Year 1","Cow",24
"C0425-S001NS01","Cow 04","Farm 25","Sep","2019-09-04","NASAL SWAB","Autumn","Year 1","Cow",123
"C0425-V201NS01","Cow 04","Farm 25","Nov","2019-11-26","NASAL SWAB","Autumn","Year 1","Cow",147
"C0425-V301NS01","Cow 04","Farm 25","Feb","2020-02-20","NASAL SWAB","Winter","Year 1","Cow",18
"C0426-S001NS01","Cow 04","Farm 26","Sep","2019-09-05","NASAL SWAB","Autumn","Year 1","Cow",64
"C0426-V201NS01","Cow 04","Farm 26","Nov","2019-11-25","NASAL SWAB","Autumn","Year 1","Cow",120
"C0426-V301NS01","Cow 04","Farm 26","Feb","2020-02-19","NASAL SWAB","Winter","Year 1","Cow",75
"C0427-S001NS01","Cow 04","Farm 27","Sep","2019-09-04","NASAL SWAB","Autumn","Year 1","Cow",52
"C0427-V201NS01","Cow 04","Farm 27","Nov","2019-11-25","NASAL SWAB","Autumn","Year 1","Cow",95
"C0427-V301NS01","Cow 04","Farm 27","Feb","2020-02-21","NASAL SWAB","Winter","Year 1","Cow",110
"C0428-S001NS01","Cow 04","Farm 28","Sep","2019-09-10","NASAL SWAB","Autumn","Year 1","Cow",45
"C0428-V201NS01","Cow 04","Farm 28","Dec","2019-12-10","NASAL SWAB","Winter","Year 1","Cow",188
"C0429-S001NS01","Cow 04","Farm 29","Sep","2019-09-17","NASAL SWAB","Autumn","Year 1","Cow",33
"C0429-V201NS01","Cow 04","Farm 29","Dec","2019-12-10","NASAL SWAB","Winter","Year 1","Cow",170
"C0433-V101NS01","Cow 04","Farm 33","Nov","2019-11-18","NASAL SWAB","Autumn","Year 1","Cow",99
"C0433-V201NS01","Cow 04","Farm 33","Feb","2020-02-11","NASAL SWAB","Winter","Year 1","Cow",99
"C0434-V101NS01","Cow 04","Farm 34","Nov","2019-11-07","NASAL SWAB","Autumn","Year 1","Cow",117
"C0434-V201NS01","Cow 04","Farm 34","Jan","2020-01-28","NASAL SWAB","Winter","Year 1","Cow",77
"C0435-V101NS01","Cow 04","Farm 35","Dec","2019-12-11","NASAL SWAB","Winter","Year 1","Cow",109
"C0436-V101NS01","Cow 04","Farm 36","Nov","2019-11-21","NASAL SWAB","Autumn","Year 1","Cow",60
"C0436-V201NS01","Cow 04","Farm 36","Feb","2020-02-17","NASAL SWAB","Winter","Year 1","Cow",108
"C0437-V101NS01","Cow 04","Farm 37","Jan","2020-01-13","NASAL SWAB","Winter","Year 1","Cow",194
"C0438-V101NS01","Cow 04","Farm 38","Jan","2020-01-14","NASAL SWAB","Winter","Year 1","Cow",170
"C0439-V101NS01","Cow 04","Farm 39","Jan","2020-01-10","NASAL SWAB","Winter","Year 1","Cow",85
"C0441-V101NS01","Cow 04","Farm 41","Feb","2020-02-13","NASAL SWAB","Winter","Year 1","Cow",106
"C0442-V101NS01","Cow 04","Farm 42","Feb","2020-02-20","NASAL SWAB","Winter","Year 1","Cow",117
"C0443-V101NS01","Cow 04","Farm 43","Feb","2020-02-28","NASAL SWAB","Winter","Year 1","Cow",156
"C0502-V401NS01","Cow 05","Farm 02","Nov","2019-11-27","NASAL SWAB","Autumn","Year 1","Cow",51
"C0504-S001NS01","Cow 05","Farm 04","Sep","2019-09-09","NASAL SWAB","Autumn","Year 1","Cow",21
"C0505-S001NS01","Cow 05","Farm 05","Sep","2019-09-11","NASAL SWAB","Autumn","Year 1","Cow",68
"C0505-V401NS01","Cow 05","Farm 05","Dec","2019-12-04","NASAL SWAB","Winter","Year 1","Cow",168
"C0506-V401NS01","Cow 05","Farm 06","Dec","2019-12-18","NASAL SWAB","Winter","Year 1","Cow",80
"C0507-F001NS01","Cow 05","Farm 07","Oct","2019-10-01","NASAL SWAB","Autumn","Year 1","Cow",75
"C0507-V401NS01","Cow 05","Farm 07","Dec","2019-12-17","NASAL SWAB","Winter","Year 1","Cow",85
"C0511-V401NS01","Cow 05","Farm 11","Jan","2020-01-15","NASAL SWAB","Winter","Year 1","Cow",101
"C0520-V201NS01","Cow 05","Farm 20","Oct","2019-10-31","NASAL SWAB","Autumn","Year 1","Cow",141
"C0520-V301NS01","Cow 05","Farm 20","Jan","2020-01-27","NASAL SWAB","Winter","Year 1","Cow",133
"C0521-V301NS01","Cow 05","Farm 21","Jan","2020-01-17","NASAL SWAB","Winter","Year 1","Cow",106
"C0602-V401NS01","Cow 06","Farm 02","Nov","2019-11-27","NASAL SWAB","Autumn","Year 1","Cow",71
"C0605-S001NS01","Cow 06","Farm 05","Sep","2019-09-11","NASAL SWAB","Autumn","Year 1","Cow",63
"C0606-V401NS01","Cow 06","Farm 06","Dec","2019-12-18","NASAL SWAB","Winter","Year 1","Cow",78
"C0611-V401NS01","Cow 06","Farm 11","Jan","2020-01-15","NASAL SWAB","Winter","Year 1","Cow",60
"C0620-V301NS01","Cow 06","Farm 20","Jan","2020-01-27","NASAL SWAB","Winter","Year 1","Cow",76
"C0702-V401NS01","Cow 07","Farm 02","Nov","2019-11-27","NASAL SWAB","Autumn","Year 1","Cow",119
"C0705-V401NS01","Cow 07","Farm 05","Dec","2019-12-04","NASAL SWAB","Winter","Year 1","Cow",164
"C0805-V401NS01","Cow 08","Farm 05","Dec","2019-12-04","NASAL SWAB","Winter","Year 1","Cow",140
"D0101-S001NS01","Control 01","Farm 01","Jul","2019-07-10","NASAL SWAB","Summer","Year 1","Non-Farmer",22
"D0101-V301NS01","Control 01","Farm 01","Jan","2020-01-06","NASAL SWAB","Winter","Year 1","Non-Farmer",3
"D0102-F001NS01","Control 01","Farm 02","Oct","2019-10-24","NASAL SWAB","Autumn","Year 1","Non-Farmer",12
"D0102-P001NS01","Control 01","Farm 02","Apr","2019-04-23","NASAL SWAB","Spring","Year 1","Non-Farmer",12
"D0102-S001NS01","Control 01","Farm 02","Jul","2019-07-25","NASAL SWAB","Summer","Year 1","Non-Farmer",9
"D0102-V401NS01","Control 01","Farm 02","Jan","2020-01-23","NASAL SWAB","Winter","Year 1","Non-Farmer",6
"D0103-F001NS01","Control 01","Farm 03","Oct","2019-10-31","NASAL SWAB","Autumn","Year 1","Non-Farmer",19
"D0103-S001NS01","Control 01","Farm 03","Jul","2019-07-03","NASAL SWAB","Summer","Year 1","Non-Farmer",35
"D0104-P001NS01","Control 01","Farm 04","May","2019-05-01","NASAL SWAB","Spring","Year 1","Non-Farmer",24
"D0104-S001NS01","Control 01","Farm 04","Aug","2019-08-01","NASAL SWAB","Summer","Year 1","Non-Farmer",23
"D0104-V301NS01","Control 01","Farm 04","Nov","2019-11-08","NASAL SWAB","Autumn","Year 1","Non-Farmer",31
"D0104-V401NS01","Control 01","Farm 04","Feb","2020-02-03","NASAL SWAB","Winter","Year 1","Non-Farmer",14
"D0105-S001NS01","Control 01","Farm 05","Aug","2019-08-01","NASAL SWAB","Summer","Year 1","Non-Farmer",10
"D0105-V201NS01","Control 01","Farm 05","Feb","2020-02-19","NASAL SWAB","Winter","Year 1","Non-Farmer",14
"D0106-S001NS01","Control 01","Farm 06","Aug","2019-08-05","NASAL SWAB","Summer","Year 1","Non-Farmer",7
"D0106-V201NS01","Control 01","Farm 06","Nov","2019-11-05","NASAL SWAB","Autumn","Year 1","Non-Farmer",6
"D0106-V301NS01","Control 01","Farm 06","Jan","2020-01-28","NASAL SWAB","Winter","Year 1","Non-Farmer",7
"D0107-S001NS01","Control 01","Farm 07","Sep","2019-09-03","NASAL SWAB","Autumn","Year 1","Non-Farmer",14
"D0107-V201NS01","Control 01","Farm 07","Dec","2019-12-02","NASAL SWAB","Winter","Year 1","Non-Farmer",32
"D0107-V301NS01","Control 01","Farm 07","Mar","2020-03-09","NASAL SWAB","Spring","Year 2","Non-Farmer",49
"D0108-S001NS01","Control 01","Farm 08","Oct","2019-10-14","NASAL SWAB","Autumn","Year 1","Non-Farmer",3
"D0108-V201NS01","Control 01","Farm 08","Jan","2020-01-06","NASAL SWAB","Winter","Year 1","Non-Farmer",4
"D0109-F001NS01","Control 01","Farm 09","Sep","2019-09-18","NASAL SWAB","Autumn","Year 1","Non-Farmer",12
"D0109-S001NS01","Control 01","Farm 09","Jun","2019-06-18","NASAL SWAB","Summer","Year 1","Non-Farmer",11
"D0109-V301NS01","Control 01","Farm 09","Dec","2019-12-19","NASAL SWAB","Winter","Year 1","Non-Farmer",9
"D0110-F001NS01","Control 01","Farm 10","Sep","2019-09-26","NASAL SWAB","Autumn","Year 1","Non-Farmer",11
"D0110-S001NS01","Control 01","Farm 10","Jun","2019-06-26","NASAL SWAB","Summer","Year 1","Non-Farmer",15
"D0110-V301NS01","Control 01","Farm 10","Feb","2020-02-04","NASAL SWAB","Winter","Year 1","Non-Farmer",20
"D0111-P001NS01","Control 01","Farm 11","Jun","2019-06-13","NASAL SWAB","Summer","Year 1","Non-Farmer",8
"D0111-S001NS01","Control 01","Farm 11","Sep","2019-09-23","NASAL SWAB","Autumn","Year 1","Non-Farmer",7
"D0111-V401NS01","Control 01","Farm 11","Dec","2019-12-17","NASAL SWAB","Winter","Year 1","Non-Farmer",34
"D0112-S001NS01","Control 01","Farm 12","Aug","2019-08-29","NASAL SWAB","Summer","Year 1","Non-Farmer",13
"D0112-V201NS01","Control 01","Farm 12","Nov","2019-11-21","NASAL SWAB","Autumn","Year 1","Non-Farmer",23
"D0114-S001NS01","Control 01","Farm 14","Sep","2019-09-03","NASAL SWAB","Autumn","Year 1","Non-Farmer",18
"D0114-V201NS01","Control 01","Farm 14","Dec","2019-12-12","NASAL SWAB","Winter","Year 1","Non-Farmer",51
"D0114-V301NS01","Control 01","Farm 14","Mar","2020-03-05","NASAL SWAB","Spring","Year 2","Non-Farmer",65
"D0115-S001NS01","Control 01","Farm 15","Aug","2019-08-14","NASAL SWAB","Summer","Year 1","Non-Farmer",40
"D0115-V201NS01","Control 01","Farm 15","Feb","2020-02-14","NASAL SWAB","Winter","Year 1","Non-Farmer",19
"D0116-S001NS01","Control 01","Farm 16","Sep","2019-09-16","NASAL SWAB","Autumn","Year 1","Non-Farmer",17
"D0116-V201NS01","Control 01","Farm 16","Dec","2019-12-05","NASAL SWAB","Winter","Year 1","Non-Farmer",28
"D0116-V301NS01","Control 01","Farm 16","Feb","2020-02-27","NASAL SWAB","Winter","Year 1","Non-Farmer",69
"D0117-F001NS01","Control 01","Farm 17","Oct","2019-10-28","NASAL SWAB","Autumn","Year 1","Non-Farmer",21
"D0117-S001NS01","Control 01","Farm 17","Jul","2019-07-11","NASAL SWAB","Summer","Year 1","Non-Farmer",15
"D0117-V301NS01","Control 01","Farm 17","Jan","2020-01-23","NASAL SWAB","Winter","Year 1","Non-Farmer",9
"D0119-S001NS01","Control 01","Farm 19","Aug","2019-08-12","NASAL SWAB","Summer","Year 1","Non-Farmer",17
"D0120-S001NS01","Control 01","Farm 20","Sep","2019-09-11","NASAL SWAB","Autumn","Year 1","Non-Farmer",22
"D0120-V201NS01","Control 01","Farm 20","Dec","2019-12-04","NASAL SWAB","Winter","Year 1","Non-Farmer",26
"D0120-V301NS01","Control 01","Farm 20","Feb","2020-02-26","NASAL SWAB","Winter","Year 1","Non-Farmer",66
"D0121-S001NS01","Control 01","Farm 21","Aug","2019-08-29","NASAL SWAB","Summer","Year 1","Non-Farmer",8
"D0121-V201NS01","Control 01","Farm 21","Nov","2019-11-20","NASAL SWAB","Autumn","Year 1","Non-Farmer",8
"D0121-V301NS01","Control 01","Farm 21","Feb","2020-02-12","NASAL SWAB","Winter","Year 1","Non-Farmer",15
"D0122-S001NS01","Control 01","Farm 22","Aug","2019-08-21","NASAL SWAB","Summer","Year 1","Non-Farmer",15
"D0123-S001NS01","Control 01","Farm 23","Sep","2019-09-11","NASAL SWAB","Autumn","Year 1","Non-Farmer",10
"D0123-V201NS01","Control 01","Farm 23","Dec","2019-12-04","NASAL SWAB","Winter","Year 1","Non-Farmer",47
"D0123-V301NS01","Control 01","Farm 23","Mar","2020-03-04","NASAL SWAB","Spring","Year 2","Non-Farmer",45
"D0124-S001NS01","Control 01","Farm 24","Sep","2019-09-10","NASAL SWAB","Autumn","Year 1","Non-Farmer",12
"D0124-V201NS01","Control 01","Farm 24","Dec","2019-12-03","NASAL SWAB","Winter","Year 1","Non-Farmer",19
"D0124-V301NS01","Control 01","Farm 24","Mar","2020-03-03","NASAL SWAB","Spring","Year 2","Non-Farmer",38
"D0125-V201NS01","Control 01","Farm 25","Dec","2019-12-19","NASAL SWAB","Winter","Year 1","Non-Farmer",13
"D0126-V301NS01","Control 01","Farm 26","Mar","2020-03-10","NASAL SWAB","Spring","Year 2","Non-Farmer",79
"D0127-V101NS01","Control 01","Farm 27","Dec","2019-12-11","NASAL SWAB","Winter","Year 1","Non-Farmer",30
"D0127-V201NS01","Control 01","Farm 27","Mar","2020-03-09","NASAL SWAB","Spring","Year 2","Non-Farmer",84
"D0128-F001NS01","Control 01","Farm 28","Sep","2019-09-27","NASAL SWAB","Autumn","Year 1","Non-Farmer",15
"D0129-F001NS01","Control 01","Farm 29","Oct","2019-10-11","NASAL SWAB","Autumn","Year 1","Non-Farmer",29
"D0129-V201NS01","Control 01","Farm 29","Jan","2020-01-03","NASAL SWAB","Winter","Year 1","Non-Farmer",33
"D0133-V101NS01","Control 01","Farm 33","Jan","2020-01-30","NASAL SWAB","Winter","Year 1","Non-Farmer",23
"D0134-V101NS01","Control 01","Farm 34","Dec","2019-12-11","NASAL SWAB","Winter","Year 1","Non-Farmer",21
"D0134-V201NS01","Control 01","Farm 34","Mar","2020-03-04","NASAL SWAB","Spring","Year 2","Non-Farmer",80
"D0136-V101NS01","Control 01","Farm 36","Jan","2020-01-29","NASAL SWAB","Winter","Year 1","Non-Farmer",30
"D0138-V101NS01","Control 01","Farm 38","Jan","2020-01-09","NASAL SWAB","Winter","Year 1","Non-Farmer",31
"D0139-V101NS01","Control 01","Farm 39","Jan","2020-01-28","NASAL SWAB","Winter","Year 1","Non-Farmer",26
"D0201-F001NS01","Control 02","Farm 01","Oct","2019-10-22","NASAL SWAB","Autumn","Year 1","Non-Farmer",34
"D0201-S001NS01","Control 02","Farm 01","Jul","2019-07-22","NASAL SWAB","Summer","Year 1","Non-Farmer",54
"D0201-V301NS01","Control 02","Farm 01","Jan","2020-01-15","NASAL SWAB","Winter","Year 1","Non-Farmer",36
"D0202-F001NS01","Control 02","Farm 02","Nov","2019-11-14","NASAL SWAB","Autumn","Year 1","Non-Farmer",14
"D0202-P001NS01","Control 02","Farm 02","May","2019-05-08","NASAL SWAB","Spring","Year 1","Non-Farmer",18
"D0202-S001NS01","Control 02","Farm 02","Aug","2019-08-05","NASAL SWAB","Summer","Year 1","Non-Farmer",13
"D0202-V401NS01","Control 02","Farm 02","Feb","2020-02-07","NASAL SWAB","Winter","Year 1","Non-Farmer",23
"D0210-F001NS01","Control 02","Farm 10","Sep","2019-09-16","NASAL SWAB","Autumn","Year 1","Non-Farmer",4
